"영화명","누적관객수","매출액점유율","누적매출액","스크린수","매출액","관객수","상영횟수","개봉일","제작사","배급사","등급","장르","감독","배우"
"짝패",1021631,0.6,6585332300,210,6585332300,1021631,24404,"2006-05-25","(주)외유내강","CJ ENM","18세관람가","액션","류승완","김효선"
"호로비츠를 위하여",462623,0.3,2813074600,206,2813074600,462623,13560,"2006-05-25","(주)싸이더스","(주)쇼박스","전체관람가","드라마","권형진","엄정화"
"구타유발자들",143061,0.1,934380300,123,934380300,143061,5497,"2006-05-31","코리아 엔터테인먼트","(주)프라임엔터테인먼트","18세관람가","코미디","원신연","한석규"
"모노폴리",358299,0.2,2195709100,136,2195709100,358299,11297,"2006-06-01","한맥영화(주)","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","범죄","이항배","강지훈"
"비열한 거리",1829887,1.1,11664597600,306,11664597600,1829887,34066,"2006-06-15","(주)싸이더스","CJ ENM","18세관람가","액션","유하","조인성"
"강적",318142,0.2,1956841000,235,1956841000,318142,12049,"2006-06-22","(주)미로비젼","(주)쇼박스","15세관람가","액션","조민호","박중훈"
"호박전",1651,0,4383000,1,4383000,1651,90,"2006-06-22","비온뒤 스튜디오","서울애니메이션센터","전체관람가","애니메이션","유진희","강구한"
"아랑",951834,0.6,5726173700,181,5726173700,951834,22805,"2006-06-28","㈜더드림앤드픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","공포(호러)","안상훈","송윤아"
"아파트",540539,0.3,3460497800,204,3460497800,540539,17115,"2006-07-06","(주)토일렛픽쳐스","(주)쇼박스","18세관람가","공포(호러)","안병기","고소영"
"파이스토리",228118,0.1,1306741500,112,1306741500,228118,5676,"2006-07-06","(주)에펙스디지탈","CJ ENM","전체관람가","애니메이션","이경호","김형준"
"한반도",3331593,2,20597497600,483,20597497600,3331593,49539,"2006-07-13","(주)시네마서비스글로벌","CJ ENM","15세관람가","드라마","강우석","조재현"
"2월 29일 - 어느날 갑자기 첫번째 이야기",56958,0,354839000,20,354839000,56958,962,"2006-07-21","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스","CJ ENM","15세관람가","공포(호러)","정종훈","박은혜"
"괴물",10917400,6.5,66717700300,647,66717477300,10917374,113097,"2006-07-27","영화사청어람(주)","(주)쇼박스","12세관람가","SF","봉준호","송강호"
"네번째 층 - 어느날 갑자기 두번째 이야기",31738,0,196646000,17,196646000,31738,657,"2006-07-27","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스","CJ ENM","15세관람가","공포(호러)","권호영","김서형"
"스승의 은혜",550215,0.3,3474239000,156,3474239000,550215,12244,"2006-08-03","(주)오죤필름","쇼이스트(주)","18세관람가","공포(호러)","임대웅","서영희"
"플라이 대디",431231,0.3,2560456300,220,2560456300,431231,12531,"2006-08-03","(주)다인필름","(주)시네마서비스","12세관람가","드라마","최종태","이준기"
"D-day-어느날 갑자기 세번째 이야기",19812,0,120192500,14,120192500,19812,484,"2006-08-03","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스","CJ ENM","15세관람가","공포(호러)","김은경","이은성"
"각설탕",1265508,0.7,7631785700,228,7631785700,1265508,25009,"2006-08-10","(주)싸이더스","CJ ENM","전체관람가","드라마","이환경","임수정"
"다세포소녀",476724,0.3,2862468600,199,2862468600,476724,12552,"2006-08-10","㈜영화세상","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","코미디","이재용","이종환"
"사랑하니까, 괜찮아",219824,0.1,1296756200,155,1296756200,219824,8194,"2006-08-17","유비다임","(주)시네마서비스","12세관람가","멜로/로맨스","곽지균","지현우"
"신데렐라",555582,0.3,3334168500,181,3334168500,555582,14364,"2006-08-17","(주)미니필름","(주)쇼박스","15세관람가","공포(호러)","봉만대","도지원"
"죽음의 숲-어느날 갑자기 네번째 이야기",3241,0,21760000,6,21760000,3241,214,"2006-08-17","(주)소프트랜드 영상 사업부 에이포스트 픽쳐스","CJ ENM","18세관람가","공포(호러)","김정민","이종혁"
"아이스케키",392808,0.2,2246093000,189,2246093000,392808,13162,"2006-08-24","(주)엠케이픽처스","(주)엠케이픽처스","전체관람가","드라마","여인광","신애라"
"예의없는 것들",782907,0.5,4886772800,192,4886772800,782907,17807,"2006-08-24","튜브픽쳐스(주)","롯데쇼핑㈜롯데엔터테인먼트","18세관람가","액션","박철희","신하균"
"원탁의 천사",401662,0.2,2355829200,179,2355829200,401662,12742,"2006-08-24","(주)시네마제니스","(주)쇼박스","15세관람가","코미디","권성국","하동훈"
"브레인웨이브",547,0,2891000,1,2891000,547,41,"2006-08-31","에너지","CJ ENM","15세관람가","SF","신태라","김도윤"
"천하장사 마돈나",575381,0.3,3552530700,172,3552138700,575323,16270,"2006-08-31","(주)싸이더스","CJ ENM","15세관람가","드라마","이해영","류덕환"
"뚝방전설",338737,0.2,2132943200,180,2132943200,338737,13465,"2006-09-07","(주)싸이더스","(주)쇼박스","18세관람가","액션","조범구","박건형"
"사이에서",21712,0,112825700,7,112825700,21712,771,"2006-09-07","다큐코리아","필름메신저","15세관람가","다큐멘터리","이창재",""
"연애, 그 참을 수 없는 가벼움",565843,0.4,3611679500,203,3611679500,565843,15706,"2006-09-07","(주)굿플레이어","CJ ENM","18세관람가","멜로/로맨스","김해곤","장진영"
"두뇌유희프로젝트, 퍼즐",228385,0.1,1450490000,181,1450490000,228385,10574,"2006-09-14","눈엔터테인먼트(주)","(주)시네마서비스","18세관람가","범죄","김태경","문성근"
"우리들의 행복한 시간",2472060,1.5,14938458000,414,14938458000,2472060,47300,"2006-09-14","(주)엘제이필름","(주)프라임엔터테인먼트","15세관람가","드라마","송해성","강동원"
"가문의 부활 - 가문의 영광3",2598859,1.6,15996330400,444,15996330400,2598859,51434,"2006-09-21","(주)태원엔터테인먼트","(주)쇼박스","15세관람가","코미디","정용기","신현준"
"무도리",59806,0,363899000,127,363899000,59806,5059,"2006-09-21","(주)MBC씨앤아이","CJ ENM","15세관람가","드라마","이형선","서영희"
"구미호 가족",141610,0.1,877984800,140,877984800,141610,8104,"2006-09-28","(주)엠케이픽처스","(주)엠케이픽처스","15세관람가","코미디","이형곤","주현"
"라디오 스타",1590774,1,9861455500,244,9860984500,1590702,38935,"2006-09-28","(주)영화사아침","(주)시네마서비스","12세관람가","드라마","이준익","박중훈"
"잘 살아보세",236799,0.1,1415274100,197,1415274100,236799,12595,"2006-09-28","(주)굿플레이어","롯데쇼핑㈜롯데엔터테인먼트","12세관람가","코미디","안진우","김정은"
"타짜",5685521,3.5,36181314700,492,36181314700,5685521,76884,"2006-09-28","(주)싸이더스","CJ ENM","18세관람가","드라마","최동훈","조승우"
"거룩한 계보",1433696,0.9,8759204600,372,8759204600,1433696,32113,"2006-10-19","(주)시네마서비스글로벌","CJ ENM","15세관람가","드라마","장진","정재영"
"폭력써클",24682,0,158080900,108,158080900,24682,3307,"2006-10-19","(주)태원엔터테인먼트","(주)쇼박스","18세관람가","액션","박기형","정경호"
"가을로",601733,0.4,3653445400,255,3653445400,601733,18905,"2006-10-26","㈜영화세상","롯데쇼핑㈜롯데엔터테인먼트","15세관람가","멜로/로맨스","김대승","유지태"
"마음이...",817939,0.5,4639709300,239,4639709300,817939,24141,"2006-10-26","(주)화인웍스","(주)쇼박스","전체관람가","드라마","오달균","유승호"
"잔혹한 출근",348508,0.2,2076522300,240,2076522300,348508,13124,"2006-11-02","㈜게이트픽쳐스","CJ ENM","15세관람가","코미디","김태윤","김수로"
"사랑 따윈 필요 없어",425358,0.3,2564487300,274,2564487300,425358,15178,"2006-11-09","(주)싸이더스","(주)쇼박스","15세관람가","멜로/로맨스","이철하","문근영"
"열혈남아",466169,0.3,2835529300,218,2835070300,466108,16401,"2006-11-09","(주)싸이더스","CJ ENM","15세관람가","드라마","이정범","설경구"
"누가 그녀와 잤을까?",353360,0.2,2068632100,212,2068632100,353360,14953,"2006-11-16","(주)태원엔터테인먼트","CJ ENM","15세이상관람가","코미디","김유성","김사랑"
"애정결핍이 두 남자에게 미치는 영향",499612,0.3,2928135400,247,2928135400,499612,18626,"2006-11-16","투모로우엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","김성훈","백윤식"
"해바라기",1305024,0.8,7835485400,246,7835485400,1305024,31879,"2006-11-23","아이비젼엔터테인먼트(주)","(주)쇼박스","15세이상관람가","액션","강석범","김원진"
"그해 여름",290564,0.2,1744090200,283,1744090200,290564,13164,"2006-11-30","케이엠컬쳐㈜","(주)쇼박스","12세이상관람가","멜로/로맨스","조근식","이병헌"
"사랑할 때 이야기하는 것들",200836,0.1,1251587700,195,1251587700,200836,10418,"2006-11-30","(주)오브젝트필름","(주)시네마서비스","15세이상관람가","멜로/로맨스","변승욱","한석규"
"싸이보그지만 괜찮아",676533,0.4,3983748800,289,3983748800,676533,18922,"2006-12-07","(주)모호필름","CJ ENM","12세이상관람가","SF","박찬욱","임수정"
"Mr.로빈 꼬시기",680241,0.4,3990360200,301,3990360200,680241,20110,"2006-12-07","(주)싸이더스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스","김상우","엄정화"
"미녀는 괴로워",6081480,3.5,36292848900,418,36292848900,6081480,87141,"2006-12-14","리얼라이즈픽쳐스(주)","(주)쇼박스","12세이상관람가","멜로/로맨스","김용화","김아중"
"조용한 세상",161142,0.1,937877400,172,937877400,161142,7351,"2006-12-14","(주)엘제이필름","(주)프라임엔터테인먼트","15세이상관람가","드라마","조의석","김상경"
"올드미스다이어리",800083,0.5,4750247000,179,4750247000,800083,17481,"2006-12-21","(주)싸이더스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디","김석윤","예지원"
"중천",1421412,0.8,8581442100,402,8581442100,1421412,31853,"2006-12-21","(주)나비픽처스","CJ ENM","12세이상관람가","액션","조동오","정우성"
"조폭마누라3",1468191,0.9,8851336500,372,8851336500,1468191,28923,"2006-12-28","(주)현진씨네마","(주)쇼박스","15세이상관람가","액션","조진규","최령"
"언니가 간다",160315,0.1,947570700,276,947570700,160315,8836,"2007-01-04","시오필름(주)","(주)시네마서비스","12세이상관람가","코미디","김창래","고소영"
"허브",1304662,0.7,7652767000,267,7652767000,1304662,30263,"2007-01-11","케이엠컬쳐㈜","(주)쇼박스","12세이상관람가","드라마","허인무","강혜정"
"마파도2",1407141,0.8,8362778700,340,8362778700,1407141,30784,"2007-01-18","코리아 엔터테인먼트","CJ ENM","12세이상관람가","코미디","이상훈","김수미"
"소녀X소녀",1952,0,12643000,2,12643000,1952,100,"2007-01-25","중앙 대학교","CJ ENM","12세이상관람가","코미디","박동훈","임성언"
"천년여우 여우비",460925,0.2,2496355500,117,2496355500,460925,9897,"2007-01-25","선우애니메이션","CJ ENM","전체관람가","애니메이션","이성강","손예진"
"최강로맨스",1190703,0.7,6931136500,253,6931136500,1190703,26656,"2007-01-25","㈜더드림앤드픽쳐스","(주)쇼박스","15세이상관람가","멜로/로맨스","김정우","이동욱"
"그놈 목소리",2972299,1.7,17598617600,498,17598617600,2972299,48673,"2007-02-01","영화사 집","CJ ENM","12세이상관람가","드라마","박진표","설경구"
"김관장 대 김관장 대 김관장",925661,0.5,5575404600,355,5575404600,925661,27825,"2007-02-08","(주)태원엔터테인먼트","(주)쇼박스","15세이상관람가","코미디","박성균","권오중"
"바람피기 좋은 날",1708979,1,10738218900,372,10738218900,1708979,39989,"2007-02-08","(주)아이필름홀딩스","(주)시네마서비스","청소년관람불가","드라마","장문일","김혜수"
"1번가의 기적",2535450,1.5,15494122100,340,15494122100,2535450,54566,"2007-02-14","(주)두사부필름","CJ ENM","15세이상관람가","드라마","윤제균","하지원"
"복면달호",1507970,0.9,9008143000,310,9008143000,1507970,41977,"2007-02-14","(주)인앤인픽쳐스","㈜스튜디오이쩜영","12세이상관람가","코미디","김상찬","차태현"
"마강호텔",215817,0.1,1247345300,213,1247345300,215817,13301,"2007-02-22","(주)마인엔터테인먼트","(주)쇼박스","15세이상관람가","코미디","최성철","김석훈"
"좋지 아니한가",306470,0.2,1849140000,173,1849140000,306470,12811,"2007-03-01","(주)무사이필름","(주)시네마서비스","15세이상관람가","드라마","정윤철","천호진"
"쏜다",328837,0.2,1945217400,236,1945217400,328837,16901,"2007-03-14","시오필름(주)","(주)쇼박스","15세이상관람가","코미디","박정우","감우성"
"내 여자의 남자친구",5396,0,33006500,26,33006500,5396,881,"2007-03-22","주식회사 에스에이치미디어","스폰지","청소년관람불가","드라마","박성범","고다미"
"빼꼼의 머그잔 여행",130697,0.1,560547500,66,560547500,130697,3255,"2007-03-22","(합)알지애니메이션스튜디오","(합)알지애니메이션스튜디오","전체관람가","드라마","임아론","이선"
"수",199709,0.1,1208282000,209,1208282000,199709,12450,"2007-03-22","(주)트리쯔클럽","(주)시네마서비스","청소년관람불가","액션","최양일","지진희"
"뷰티풀 선데이",169036,0.1,1123934000,202,1123934000,169036,11571,"2007-03-29","시네라인투(주)","(주)쇼박스","청소년관람불가","스릴러","진광교","박용우"
"이장과 군수",1179661,0.7,7594186000,315,7594186000,1179661,35021,"2007-03-29","(주)싸이더스","CJ ENM","12세이상관람가","코미디","장규성","차승원"
"우아한 세계",960658,0.6,6161685500,405,6161685500,960658,35849,"2007-04-05","(주)루씨필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","한재림","송강호"
"극락도 살인사건",2079989,1.3,13328932000,368,13328932000,2079989,54098,"2007-04-12","(주)두엔터테인먼트","(주)엠케이픽처스 ","15세이상관람가","공포(호러)","김한민","박해일"
"눈부신 날에",272101,0.2,1729412500,250,1729412500,272101,14658,"2007-04-19","(주)아이필름홀딩스","(주)시네마서비스","15세이상관람가","드라마","박광수","박신양"
